stop_id,stop_name,stop_lat,stop_lon
712,Scuola Negrelli - Negrelli Schule,46.663092,11.162517
713,Scuola Negrelli - Negrelli Schule,46.663375,11.162164
714,Via Matteotti - Matteotti Str.,46.664525,11.161433
715,Via Matteotti - Matteotti Str.,46.664925,11.161072
718,A.S.L. - Sanitätseinheit,46.668258,11.163219
719,Via Petrarca  - Petrarca Str.,46.666375,11.159639
720,Bivio Tirolo - Abzw. Tirol,46.681872,11.167181
721,Bivio Tirolo - Abzw. Tirol,46.682547,11.166969
722,Monte S. Zeno - Zenoberg,46.675683,11.170278
723,Monte S. Zeno - Zenoberg,46.676025,11.170133
724,- Leiterhof,46.679106,11.167244
725,Lido - Schwimmbad,46.683106,11.161319
726,Lido - Schwimmbad,46.683031,11.161300
727,Minigolf,46.686172,11.158619
728,Minigolf,46.686011,11.158703
729,Distributore - Tankstelle,46.687467,11.156931
730,Autostazione - Busbahnhof,46.689869,11.155475
731,Tirolo Croce - Tiroler Kreuz,46.702239,11.157933
732,- Lechner,46.700253,11.154189
733,- Pamer Kreuz,46.697783,11.152450
734,Funivia Muta - Seilbahn Hochmuth,46.696533,11.152744
735,- Mühlanger,46.694811,11.154331
736,Scuole - Schulen,46.691675,11.154697
737,Scuole - Schulen,46.691594,11.154378
738,Autostazione - Busbahnhof,46.689625,11.155317
739,Lido - Schwimmbad,46.682711,11.161311
740,Salita Tirolo - Tirolersteig,46.678397,11.164792
741,Via Planta - Planta Str.,46.668839,11.183433
742,Azienda Energetica - Etschwerke,46.675644,11.148650
743,Azienda Energetica - Etschwerke,46.676058,11.148608
745,- Trauttmansdorff,46.662272,11.184425
746,Campo Sportivo Lahn - Sportplatz Lahn,46.657142,11.184819
748,- Trauttmansdorff,46.661225,11.183667
753,Parco di Maia - Maiapark,46.665775,11.170489
754,- Lorenz Böhler,46.667386,11.174150
755,Via Mayr Nusser - Mayr Nusser Str.,46.664656,11.177267
756,Via Orazio Gaigher - Orazio Gaigher Str.,46.663481,11.177903
758,Via Carlo Abarth - Carlo Abarth Str.,46.631597,11.177408
759,Via Carlo Abarth - Carlo Abarth Str.,46.631756,11.177353
760,Via Carlo Abarth - Carlo Abarth Str.,46.633461,11.177450
762,Borgo Andreina,46.655425,11.149942
763,Borgo Andreina,46.655314,11.149983
764,Molino Pobitzer - Pobitzer Mühle,46.652869,11.153628
765,Molino Pobitzer - Pobitzer Mühle,46.652722,11.154114
766,Scuola Zuegg - Zuegg Schule,46.651914,11.158517
768,Scuola Zuegg - Zuegg Schule,46.652036,11.158011
769,Via Max Valier - Max Valier Str.,46.652172,11.161400
770,Via Max Valier - Max Valier Str.,46.651822,11.160978
771,- Zipperle,46.654236,11.161475
772,- Zipperle,46.654636,11.161622
773,Via Fabio Filzi - Fabio Filzi Str.,46.643181,11.178611
775,- Raut,46.619331,11.187578
776,- Raut,46.618403,11.187922
777,Via Pfefferle - Pfefferleweg,46.613042,11.190244
778,Via Pfefferle - Pfefferleweg,46.612717,11.190758
779,Bivio Lana - Abzw. Lana,46.610158,11.192131
780,Bivio Lana - Abzw. Lana,46.610092,11.192233
794,Via Caserme - Kasernenstr.,46.659678,11.160069
795,Via Caserme - Kasernenstr.,46.659986,11.160317
796,Via dei Frutteti - Angerweg,46.657558,11.162008
797,Via dei Frutteti - Angerweg,46.656803,11.161869
798,Depuratore Sinigo - Kläranlage Sinich,46.624403,11.184911
799,Piazza Kofler - Kofler Platz,46.661892,11.164086
800,Stazione Maia Bassa - Bhf Untermais,46.656261,11.148836
801,Stazione Maia Bassa - Bhf Untermais,46.656778,11.147728
802,Via Piave - Piave Str.,46.666225,11.158586
803,Via Piave - Piave Str.,46.666167,11.158522
804,- Rundegg,46.670197,11.176739
805,Asilo Maia Alta - Kindergarten Obermais,46.673131,11.175011
806,Parco Marlengo - Marlingerpark,46.664067,11.148072
807,- König Laurin,46.678494,11.147828
809,Via Hirzer - Hirzerstr.,46.610214,11.162692
810,Via L. da Vinci - L. da Vinci Str.,46.610150,11.166928
811,Tennis,46.612342,11.161767
812,Piazza Tribus - Tribus Platz,46.613375,11.157358
815,Zona Ind. Lana 1 - Industriez. Lana 1,46.629381,11.171972
817,Zona Ind. Lana 2 - Industriez. Lana 2,46.630500,11.169311
818,Zona Ind. Lana 3 - Industriez. Lana 3,46.629928,11.166303
819,Stazione - Bahnhof,46.679447,11.130967
820,Stazione - Bahnhof,46.679461,11.130567
821,Lido - Schwimmbad,46.682825,11.161247
823,Distributore - Tankstelle,46.648453,11.218917
824,Via Verande - Verandenstr.,46.666675,11.148172
825,Via Merano - Meranerstr.,46.621217,11.143722
826,Via Merano - Meranerstr.,46.621039,11.143472
840,Via Nazionale - Reichstr.,46.645500,11.177247
841,Via Nazionale - Reichstr.,46.645750,11.177319
845,Convento dei Cappuccini - Kapuzinerklost,46.615217,11.146047
846,Convento dei Cappuccini - Kapuzinerklost,46.615111,11.146236
849,- Förstler,46.622339,11.186206
850,Chiesa - Kirche,46.539150,11.204464
851,Bivio Ospedale - Abzw. Krankenhaus,46.497353,11.304992
852,Zona prod. Vurza - Handwerkerz. Wurzer,46.443217,11.340483
853,Bivio La Costa - Abzw. Seit,46.442519,11.343989
854,Bivio Merano - Meraner Kreuzung,46.493967,11.311492
855,Bivio Merano - Meraner Kreuzung,46.493875,11.311483
8565,Vigili del Fuoco - Feuerwehr,46.492322,11.393722
8566,Vigili del Fuoco - Feuerwehr,46.492086,11.394411
8567,Paese - Dorf,46.489339,11.404678
8568,Paese - Dorf,46.489250,11.403822
858,Via Schwanburg - Schwanburgstr.,46.541172,11.204233
859,Via Schwanburg - Schwanburgstr.,46.541133,11.204269
860,Vigili del Fuoco - Feuerwehr,46.543372,11.206200
861,Via G. di Vittorio - G. Di Vittorio Str.,46.474431,11.330100
862,Via Braille - Braille Str.,46.472997,11.328236
863,Acciaierie - Stahlwerke,46.479861,11.334522
864,Rot. Via Lancia - Kreisverk. Lanciastr.,46.482972,11.336250
865,Rot. Via Lancia - Kreisverk. Lanciastr.,46.482983,11.335972
866,Pass. a Liv. Marlengo-Bahnhüberg. Marlin,46.663331,11.139219
867,V. Canonico Gamper-Kanonikus Gamper Str.,46.443983,11.348511
869,Campi Resia - Reschensportplätze,46.490006,11.318622
870,Zona Ind. Lana 1 - Industriez. Lana 1,46.629356,11.171931
871,Zona Ind. Lana 3 - Industriez. Lana 3,46.629694,11.166297
872,Zona Ind. Lana 2 - Industriez. Lana 2,46.630458,11.169297
873,Via Aquila Nera - Schwarz Adler Str.,46.405669,11.320433
874,Stazione - Bahnhof,46.404978,11.316383
875,Ponte di Vadena - Pfattenbrücke,46.413883,11.315339
876,Via Sottomonte - Unterbergstr.,46.428136,11.343611
877,Via Dante - Dante Str.,46.425769,11.340783
878,Via Dante - Dante Str.,46.425714,11.340719
879,Via Sottomonte - Unterbergstr.,46.428122,11.343631
880,Bivio La Costa - Abzw. Seit,46.442397,11.343778
881,Masetta - Wachsbleiche,46.418689,11.305686
882,Mover - Mairhof,46.422681,11.307058
883,Masetta - Wachsbleiche,46.418842,11.305661
884,Stadio Europa - Europa Stadium,46.492728,11.314975
885,Stadio Europa - Europa Stadium,46.492883,11.315008
887,Ponte Rezia - Rätiabrücke,46.668342,11.152767
890,Zona prod. Avelengo-Gewerbegeb. Hafling,46.637831,11.231381
891,Zona prod. Avelengo-Gewerbegeb. Hafling,46.638261,11.231219
894,S. Anna - St. Anna,46.607264,11.159333
897,- Burgwies,46.595639,11.147419
898,Via Lorenzer - Lorenzerweg,46.617458,11.148736
899,Via Campi - Feldweg,46.644572,11.147036
900,Via Campi - Feldweg,46.644603,11.146900
903,Via Aldo Moro - Aldo Moro Str.,46.443822,11.347617
905,Paese - Dorf,46.403064,11.318750
906,Via Prantl - Prantlweg,46.605000,11.196103
907,Via Prantl - Prantlweg,46.605144,11.195736
908,Via Cappuccini - Kapuzinerstr.,46.612086,11.150497
909,Via Cappuccini - Kapuzinerstr.,46.611969,11.150544
915,- Lichtenburg,46.549175,11.210178
916,- Lichtenburg,46.549131,11.210028
918,Asilo S. Pietro - Kindergarten St. Peter,46.611111,11.152672
940,Via Hirzer - Hirzerstr.,46.610264,11.162633
9403,Ponte Adige - Sigmundskron,46.485394,11.299917
9404,Ponte Adige  - Sigmundskron,46.485450,11.299842
941,Chies. S. Valentino-St. Valentinskirch.,46.664586,11.184253
942,S. Anna - St. Anna,46.607522,11.159817
943,Via Länd - Ländstr.,46.616908,11.142764
944,Filanda,46.424136,11.342347
947,Via Diaz - Diaz Str.,46.422250,11.329683
948,Parco Marconi - Spielpark Marconi,46.424928,11.332289
949,via Goethe - Goethe Str.,46.427136,11.334169
951,Paese - Dorf,46.413158,11.304639
9610,Via Thalguter - Thalguter Str.,46.680608,11.125208
9620,Scuole - Schulen,46.681386,11.118922
9666,Via Bellini - Bellini Str.,46.677206,11.156650
9667,Via Bellini - Bellini Str.,46.677039,11.156733
9701,Via Merano Pircher - Meranerstr. Pircher,46.498461,11.303411
9702,Via Merano Pircher - Meranerstr. Pircher,46.498736,11.303183
9703,Via Merano Camping - Meranerstr. Camping,46.500778,11.300128
9704,Via Merano Camping - Meranerstr. Camping,46.501044,11.299833
9705,Bagni di zolfo - Schwefelbad,46.503867,11.295675
9706,Bagni di zolfo - Schwefelbad,46.504017,11.295600
9707,Zona Cactus - Kaktussiedlung,46.505458,11.292150
9708,Zona Cactus - Kaktussiedlung,46.505806,11.291286
9709,Scuole - Schulen,46.510878,11.274297
971,Z. sportiva Cermes - Sportz. Tscherms,46.625539,11.147703
9710,Scuole - Schulen,46.510994,11.274347
9713,Chiusa - Klaus,46.519619,11.260456
9714,Chiusa - Klaus,46.519611,11.260550
9715,Scuole - Schulen,46.529364,11.249628
9716,Scuole - Schulen,46.529417,11.249172
9717,Novale di Sotto - Unterkreuth,46.537172,11.241169
9718,Novale di Sotto - Unterkreuth,46.536550,11.242122
9719,- Rauhenbühel,46.543631,11.238389
972,Z. sportiva Cermes - Sportz. Tscherms,46.625189,11.147753
9720,- Rauhenbühel,46.544992,11.238350
9721,- Schlemmer,46.551947,11.229628
9722,- Schlemmer,46.552033,11.229525
9723,- Bachau,46.555233,11.224147
9724,- Bachau,46.555828,11.223636
9725,Paese - Dorf,46.559661,11.223469
9726,Paese - Dorf,46.561369,11.223794
9727,Funivia - Seilbahn,46.563089,11.224233
9729,- Berghütten,46.571858,11.217197
9730,- Berghütten,46.571875,11.217242
9731,Zona prod. Winkelau-Gewerbez. Winkelau,46.596819,11.200286
9732,Zona prod. Winkelau-Gewerbez. Winkelau,46.596725,11.200381
9733,Zona prod. Enzenberg-Gewerbez. Enzenberg,46.514289,11.269139
9734,Zona prod. Enzenberg - Gewerbez. Enzenbe,46.513903,11.270147
9741,Piazza S. Urbano - St. Urban Platz,46.518728,11.233253
9743,Via Nalles - Nalserstr.,46.556217,11.220131
9744,Via Nalles - Nalserstr.,46.557006,11.221000
9747,Vigili del Fuoco - Feuerwehr,46.543436,11.205942
9753,- Mühlanger,46.694753,11.154292
9754,Funivia Muta - Seilbahn Hochmuth,46.696514,11.152842
9755,- Pamer Kreuz,46.697850,11.152397
9756,- Lechner,46.700150,11.154131
9761,- Aspmair,46.634942,11.217411
9762,- Aspmair,46.635006,11.217328
9763,- Reith,46.626028,11.209647
9764,- Reith,46.625903,11.209472
9765,- Egger,46.614797,11.220844
9766,- Egger,46.614964,11.220981
9767,Verano - Vöran,46.605717,11.227139
9768,Verano - Vöran,46.605972,11.226431
9769,- Obermathon,46.604153,11.232833
977,Via S.Valentino  - St. Valentin Str.,46.660372,11.182650
9770,- Obermathon,46.604036,11.232058
9771,Campo sportivo Verano - Sportplatz Vöran,46.608164,11.239289
9773,- Grumser,46.660914,11.203031
9774,- Grumser,46.661275,11.203072
9775,Distributore - Tankstelle,46.648425,11.219075
9776,- THALER,46.617453,11.226517
9777,- THALER,46.617311,11.226761
99,- Edelweiss,46.678944,11.088222
9903,Ponte di Vadena - Pfattenbrücke,46.413858,11.315267
9905,Vadena Nuova - Neupfatten,46.413269,11.310900
9906,Vadena Nuova - Neupfatten,46.413214,11.310581
9907,Paese - Dorf,46.413197,11.304797
9908,Paese - Dorf,46.413792,11.305000
9909,Birti,46.406386,11.299022
9913,- Krautsamer,46.650675,11.142928
9914,- Krautsamer,46.651169,11.142558
9915,- Tiefacker,46.648233,11.144331
9916,- Tiefacker,46.648089,11.144711
9951,Zona prod. Cermes-Gewerbegebiet Tscherms,46.628750,11.147483
9952,Zona prod. Cermes-Gewerbegebiet Tscherms,46.627675,11.147661
9953,- Wiesenhof,46.679175,11.137858
9954,- Wiesenhof,46.679144,11.138247
9980,Acquaviva - Ackpfeif,46.589031,11.160242
